page,country,rev_id,prediction
Imoru Egala,Ghana,788852457,Stub
Hawa Yakubu,Ghana,788852671,Start
Hackman Owusu-Agyeman,Ghana,788852681,Start
Gladys Asmah,Ghana,788852689,Start
Ama Benyiwa-Doe,Ghana,788852828,Stub
Alban Bagbin,Ghana,788852849,Start
Abraham Ossei Aidooh,Ghana,788852857,Stub
Aichan Kara Giousouf,Greece,788853175,Stub
John Tingle,Australia,788853455,Start
Artemios Matthaiopoulos,Greece,788853565,Stub
Christiana Kalogirou,Greece,788853630,Start
Christos Pappas,Greece,788853666,Stub
Christos Spirtzis,Greece,788853695,Start
Diamanto Manolakou,Greece,788853817,Stub
Dimitra Arapoglou,Greece,788853838,Stub
Dimitrios Papadimoulis,Greece,788853849,Start
Dionysia-Theodora Avgerinopoulou,Greece,788853978,C
Elena Panaritis,Greece,788854119,Start
Eleni Avlonitou,Greece,788854135,C
Eva Kaili,Greece,788854212,Start
Evangelia Tzampazi,Greece,788854229,Stub
Evi Christofilopoulou,Greece,788854335,Start
Fotini Pipili,Greece,788854447,Stub
Rafael Vásquez (politician),Peru,788854500,Stub
Giorgos Koumoutsakos,Greece,788854903,Stub
Ilchan Achmet,Greece,788855020,Stub
Ilias Polatidis,Greece,788855074,Stub
Ioannis Banias,Greece,788855123,Stub
Konstandinos Koukodimos,Greece,788855336,Start
Konstantinos Barbarousis,Greece,788855390,Stub
Kostas Kazakos,Greece,788855516,Stub
Kostas Zouraris,Greece,788855559,Start
Lefteris Zagoritis,Greece,788855683,Stub
Litsa Kouroupaki,Greece,788855713,Stub
Nadia Valavani,Greece,788856067,C
Nikolaos Sifounakis,Greece,788856129,Stub
Esteban Lazo Hernández,Cuba,788856149,Stub
Nikos Kouzilos,Greece,788856185,Stub
Nikos Michos,Greece,788856193,Stub
Nikos Paraskevopoulos,Greece,788856201,Stub
Nikos Toskas,Greece,788856205,Stub
Olga Kefalogianni,Greece,788856260,Start
Panos Skourletis,Greece,788856319,Stub
Pavlos Haikalis,Greece,788856326,Stub
Pavlos Polakis,Greece,788856332,Stub
Rena Dourou,Greece,788856385,GA
Sofia Voultepsi,Greece,788856415,Stub
Stavros Arnaoutakis,Greece,788856458,Stub
Theano Fotiou,Greece,788856522,Start
Ibrahima Diallo (politician),Senegal,788856833,Stub
Ulises Humala,Peru,788857597,Stub
Yiannis Vasiliadis,Greece,788858911,Stub
Vasilios Magginas,Greece,788858985,Stub
Vasileios Sotiriadis,Greece,788858997,Stub
Thanasis Pafilis,Greece,788859033,Start
Spyros Taliadouros,Greece,788859090,Stub
Spilios Spiliotopoulos,Greece,788859113,Stub
Sadik Achmet,Greece,788859141,Start
Rodi Kratsa-Tsagaropoulou,Greece,788859150,Start
Platon Drakoulis,Greece,788859160,Stub
Pavlos Bakoyannis,Greece,788859191,Start
Panos Panagiotopoulos,Greece,788859211,Start
Umberto Ambrosoli,Italy,788859258,Stub
Nikitas Kaklamanis,Greece,788859319,Start
Nicholas Papapolitis,Greece,788859326,Stub
Mimis Androulakis,Greece,788859363,Start
Miltiadis Papaioannou,Greece,788859368,Stub
Miltiadis Evert,Greece,788859373,Start
Manolis Kefalogiannis,Greece,788859457,Stub
Lina Tsaldari,Greece,788859479,Stub
Liana Kanelli,Greece,788859485,Start
Kostis Gontikas,Greece,788859576,Stub
Sally Gimson,United Kingdom,788859589,Stub
Konstantinos Kallias,Greece,788859698,Stub
Iosif Adamidis,Greece,788859727,Stub
Ion Dragoumis,Greece,788859736,Start
Ioannis Varvitsiotis,Greece,788859740,Stub
Ioannis Sofianopoulos,Greece,788859754,Stub
Ioannis Petridis,Greece,788861515,Stub
Ioannis Passalidis,Greece,788861524,Start
Ioannis Kefalogiannis,Greece,788861529,Start
Ioannis Kalogeras,Greece,788861534,Start
Grigoris Lambrakis,Greece,788861580,C
Georgios Orfanos,Greece,788861635,Stub
Georgios Kafantaris,Greece,788861671,Start
Fotis Kouvelis,Greece,788861721,Start
Evangelos Apostolou,Greece,788861784,Start
Elpida Tsouri,Greece,788861801,Stub
Efstathios Alexandris,Greece,788861840,Stub
Efkleidis Somos,Greece,788861847,Stub
Dejan Mihajlov,Serbia,788861887,Stub
Dimitrios Makris (politician),Greece,788861898,Stub
Babis Angourakis,Greece,788861935,Stub
Athanasios Bouras,Greece,788861952,Stub
Apostolos Kaklamanis,Greece,788861980,Start
Antonis Tritsis,Greece,788861988,Stub
Anna Synodinou,Greece,788862021,Start
Andreas Panagopoulos,Greece,788862059,Stub
Anastasios Papaligouras,Greece,788862077,Start
Tamara Stojčević,Serbia,788863585,Stub
Miltiadis Goulimis,Greece,788863645,Stub
Kyriakoulis Mavromichalis,Greece,788863716,Stub
Epameinondas Deligeorgis,Greece,788863730,Stub
Angelos Roufos,Greece,788863752,Stub
Alexandros Skouzes,Greece,788863776,Stub
United Energy Systems of Ukraine,Ukraine,788864102,C
Aliona Babak,Ukraine,788864176,Start
Andriy Teteruk,Ukraine,788864233,Stub
Eduard Matviychuk,Ukraine,788864377,Start
Hanna Herman,Ukraine,788864403,C
Hanna Onyschenko,Ukraine,788864415,Start
Anna Magyar,Hungary,788864423,Stub
Ihor Lutsenko (politician),Ukraine,788864459,Stub
Attila Kiss,Hungary,788864464,Start
Ihor Shvaika,Ukraine,788864479,Start
Iryna Farion,Ukraine,788864505,C
Iryna Sysoyenko,Ukraine,788864529,Start
Ivan Herasymov,Ukraine,788864544,Stub
Dóra Dúró,Hungary,788864651,Stub
Előd Novák,Hungary,788864663,Stub
Erika Szűcs,Hungary,788864700,Stub
Maksym Burbak,Ukraine,788864822,Start
György Gyula Zagyva,Hungary,788864902,Stub
Mykola Prysyazhnyuk,Ukraine,788865002,Start
Mykola Skoryk,Ukraine,788865008,Start
Natalia Korolevska,Ukraine,788865025,GA
Natalia Veselova,Ukraine,788865029,Start
Oksana Bilozir,Ukraine,788865053,C
Oleh Babaiev,Ukraine,788865070,C
Oleh Lyashko,Ukraine,788865099,B
Oleksandr Feldman,Ukraine,788865148,Start
Gábor Harangozó,Hungary,788865185,Stub
Oleksandr Peklushenko,Ukraine,788865194,Stub
Olena Sotnyk,Ukraine,788865271,Start
Olga Bielkova,Ukraine,788865275,Start
Pavlo Rozenko,Ukraine,788865346,Start
Stanislav Melnyk,Ukraine,788865589,Stub
Tatyana Bakhteeva,Ukraine,788866107,C
James Murdoch Jr.,Australia,788866130,Stub
James Murdoch Sr.,Australia,788866166,Stub
Louis Shoobridge Sr.,Australia,788866249,Stub
Louis Shoobridge Jr.,Australia,788866276,Stub
Peter McCrackan,Australia,788866328,Stub
Richard McKenzie (Tasmanian politician),Australia,788866388,Stub
Leo McPartlan,Australia,788866408,Stub
Vasyl Volha,Ukraine,788866497,Start
Vira Ulianchenko,Ukraine,788866614,Start
Vitaly Bort,Ukraine,788866661,Start
Volodymyr Tsybulko,Ukraine,788866763,Stub
István Pálfi,Hungary,788866886,Start
Péter Olajos,Hungary,788866968,Start
Szabolcs Fazakas,Hungary,788866972,Stub
Yuriy Solod,Ukraine,788867026,Start
Péter Niedermüller,Hungary,788867199,Stub
Alla Aleksandrovska,Ukraine,788867909,C
Micarla de Sousa,Brazil,788867993,Stub
Irina Belousova,Ukraine,788868310,Start
Leopold Taburyansky,Ukraine,788868379,Start
Liudmyla Suprun,Ukraine,788868395,Start
Mykhailo Chechetov,Ukraine,788868430,B
Nina Karpachova,Ukraine,788868474,Start
"Imre Horváth (Hungarian politician, born 1944)",Hungary,788868595,Stub
Oleksiy Kostusyev,Ukraine,788868609,Stub
Pavlo Movchan,Ukraine,788868653,Stub
István Gyenesei,Hungary,788868702,Stub
Valentyna Semenyuk-Samsonenko,Ukraine,788868841,Start
Valeriy Pustovoitenko,Ukraine,788868934,Stub
Vitaly Zhuravsky,Ukraine,788869058,Stub
Volodymyr Nechyporuk,Ukraine,788869216,Stub
Volodymyr Vasylyovych Rybak,Ukraine,788869288,C
Yukhym Zvyahilsky,Ukraine,788869391,C
László Kapolyi,Hungary,788869620,Stub
"László Lukács (politician, 1963)",Hungary,788869680,Stub
Mária Wittner,Hungary,788869867,Start
Péter Hoppál,Hungary,788870057,Start
Szófia Havas,Hungary,788870226,Start
Sándor Káli,Hungary,788870285,Stub
Sándor Lipők,Hungary,788870298,Stub
Tímea Szabó,Hungary,788870402,Stub
Zoltán Nógrádi,Hungary,788870503,Stub
Zoltán Varga (politician),Hungary,788870538,Start
Zsolt Borkai,Hungary,788870568,Stub
Albert Bartha,Hungary,788871636,Stub
András Benkei,Hungary,788871717,Start
András Gyürk,Hungary,788871734,Start
András Rapcsák,Hungary,788871739,Stub
Attila Kálmán,Hungary,788871889,Stub
Balázs Horváth,Hungary,788871903,Stub
Béla Katona,Hungary,788871939,Stub
Csaba Őry,Hungary,788872012,Start
Erik Bánki,Hungary,788872030,Stub
Ferenc József Nagy,Hungary,788872099,Stub
Frigyes Nagy,Hungary,788872142,Stub
Gyula Kállai,Hungary,788872179,Stub
Gyula Ortutay,Hungary,788872196,Start
György Jánosi,Hungary,788872222,Stub
György Szabad,Hungary,788872250,Stub
Géza Révész,Hungary,788872318,Stub
Imre Boros,Hungary,788872332,Stub
Imre Dögei,Hungary,788872336,Stub
Imre Kónya,Hungary,788872339,Stub
Imre Németh (politician),Hungary,788872352,Stub
István Kossa,Hungary,788872424,Start
István Ries,Hungary,788872431,Start
Iván Szabó,Hungary,788872471,Stub
Jenő Tombor,Hungary,788872501,Stub
Jenő Váncsa,Hungary,788872503,Stub
János Veres,Hungary,788872586,Start
József Darvas,Hungary,788872619,Stub
József Gráf,Hungary,788872632,Stub
József Györe,Hungary,788872635,Stub
József Torgyán,Hungary,788872660,Start
Károly Kiss,Hungary,788872703,Stub
Károly Olt,Hungary,788872711,Start
Károly Peyer,Hungary,788872715,Stub
Lajos Dinnyés,Hungary,788872763,Start
László Lakos,Hungary,788872865,Stub
László Piros,Hungary,788872872,Start
László Surján,Hungary,788872920,Start
Julio de Urquijo e Ibarra,Spain,788872921,FA
Margit Slachta,Hungary,788872945,C
Mihály Kupa,Hungary,788872983,Start
Miklós Nyárádi,Hungary,788873042,Stub
Pál Ilku,Hungary,788873101,Stub
Pál Losonczi,Hungary,788873111,Stub
Jean-Jacques Bouya,Congo,788873200,C
Sándor Arnóth,Hungary,788873236,Stub
Sándor Font,Hungary,788873259,Stub
Sándor Rónai,Hungary,788873291,Stub
Sándor Zöld,Hungary,788873296,Start
Tibor Füzessy,Hungary,788873324,Stub
Zoltán Balczó,Hungary,788873348,Stub
Zoltán Gál,Hungary,788873356,Stub
Ágoston Valentiny,Hungary,788873414,Stub
Árpád Házi,Hungary,788873440,Stub
Árpád Szabó,Hungary,788873445,Stub
Árpád Szakasits,Hungary,788873449,Stub
Dragutin Zelenović,Serbia,788873915,Stub
Amildo Morales,Guatemala,788874056,Stub
Yvonne Useldinger,Luxembourg,788874333,Start
Algirdas Saudargas,Lithuania,788874959,Stub
Aloyzas Sakalas,Lithuania,788874968,Start
Eugenijus Maldeikis,Lithuania,788875012,Stub
Gintaras Didžiokas,Lithuania,788875024,Stub
Justas Vincas Paleckis,Lithuania,788875037,Stub
Rolandas Pavilionis,Lithuania,788875087,Start
Mady Delvaux-Stehres,Luxembourg,788875646,Start
Astrid Lulling,Luxembourg,788875953,Start
Ben Fayot,Luxembourg,788875965,Stub
Ernest Mühlen,Luxembourg,788875989,Stub
Jean Hamilius,Luxembourg,788876008,Start
Jean Spautz,Luxembourg,788876013,Start
Joseph Wohlfart,Luxembourg,788876016,Stub
Jup Weber,Luxembourg,788876023,Stub
Lydie Schmit,Luxembourg,788876039,Stub
Marcel Schlechter,Luxembourg,788876051,Stub
Nicolas Estgen,Luxembourg,788876060,Stub
Robert Goebbels,Luxembourg,788876066,Start
Robert Krieps,Luxembourg,788876070,Stub
Victor Abens,Luxembourg,788876076,Start
Alexei Barbăneagră,Moldova,788876555,Stub
Andrei Vacarciuc,Moldova,788876634,Stub
Eva Gudumac,Moldova,788876727,Stub
Maria Nasu,Moldova,788877123,Stub
Oleg Țulea,Moldova,788877203,Stub
Petru Știrbate,Moldova,788877207,Stub
Stella Jantuan,Moldova,788877239,Stub
Valentina Cușnir,Moldova,788877294,Stub
Vasile Pîntea,Moldova,788877389,Stub
Pentti Väänänen,Finland,788877749,Stub
Vasil Kanchov,Bulgaria,788878131,Start
Alexandru Groapă,Moldova,788878346,Stub
Alexandru Moraru,Moldova,788878349,Stub
Andrei Găină,Moldova,788878385,Stub
Arcadie Osmolovschi,Moldova,788878424,Stub
Boris Epure,Moldova,788878438,Stub
Chiril Sberea,Moldova,788878447,Stub
Chiril Spinei,Moldova,788878455,Stub
Constantin Bivol,Moldova,788878461,Stub
Constantin Osoianu,Moldova,788878467,Stub
Dimitrie Cărăuș,Moldova,788878491,Stub
Dimitrie Dragomir,Moldova,788878500,Stub
Dimitru Marchitan,Moldova,788878504,Stub
Vahan Minakhoryan,Armenia,788878518,Start
Dumitru Dron,Moldova,788878519,Stub
Dumitru Moțpan,Moldova,788878523,Stub
Efimie Palii,Moldova,788878546,Stub
Elefterie Sinicliu,Moldova,788878556,Stub
Elena Alistar,Moldova,788878561,Start
Felix Dudchievicz,Moldova,788878575,Stub
Gavril Buciușcan,Moldova,788878577,Stub
Gheorghe Buruiană,Moldova,788878587,Stub
Gheorghe Duca,Moldova,788878598,Stub
Gheorghe Mare,Moldova,788878618,Stub
Gheorghe Năstase,Moldova,788878628,Stub
Gheorghe Stavrii,Moldova,788878638,Stub
Aminta Buenaño,Ecuador,788878649,Start
Grigore Cazacliu,Moldova,788878659,Stub
Ignație Budișteanu,Moldova,788878690,Stub
Igor Smirnov,Moldova,788878694,C
Ilarion Buiuc,Moldova,788878698,Stub
Ilie Bratu,Moldova,788878708,Stub
Ion Cazacliu,Moldova,788878791,Stub
Ion Codreanu (politician),Moldova,788878815,Stub
Ion Costin,Moldova,788878822,Stub
Ion Harbuz,Moldova,788878841,Stub
Ion Ignatiuc,Moldova,788878847,Stub
Ion Popa (1910s politician),Moldova,788878974,Stub
Ion Tudose,Moldova,788878997,Stub
Anatole Vakhnianyn,Ukraine,788879013,Start
Ion Văluță,Moldova,788879027,Stub
Aminu Sule Garo,Nigeria,788879037,Start
Ivan Calin,Moldova,788879038,Start
Leonida Țurcan,Moldova,788879046,Stub
Mihai Cimpoi,Moldova,788879067,Stub
Mihail Minciună,Moldova,788879144,Stub
Valentin Khaustov,Russia,788879925,Stub
Mihail Starenki,Moldova,788880073,Stub
Mircea Druc,Romania,788880080,Start
Nadejda Grinfeld,Moldova,788880107,Start
Nicolae Alexandri,Moldova,788880111,Stub
Amir Arshad,Iran,788880158,Start
Nicolae Bivol,Moldova,788880219,Stub
Nicolae Cernov,Moldova,788880231,Stub
Nicolae Cernăuțeanu,Moldova,788880235,Stub
Nicolae Checerul Cuș,Moldova,788880239,Stub
Nicolae Ciornei,Moldova,788880245,Stub
Nicolae Costin,Moldova,788880248,Stub
Nicolae Grosu,Moldova,788880260,Stub
Nicolae Secară,Moldova,788880283,Stub
Nicolae Soltuz,Moldova,788880289,Stub
Pantelimon V. Sinadino,Moldova,788880315,Stub
Pavel Cocârlă,Moldova,788880324,Stub
Petru Picior-Mare,Moldova,788880363,Stub
Serghei Donico-Iordăchescu,Moldova,788880392,Stub
Simion Galețchi,Moldova,788880487,Stub
Teodor Cojocaru,Moldova,788880544,Stub
Teodor Suruceanu,Moldova,788880559,Stub
Teodor Uncu,Moldova,788880569,Stub
Teofil Ioncu,Moldova,788880580,Stub
Valeriu Tabără,Romania,788880609,C
Vasile Bârcă,Moldova,788880634,Stub
Vasile Ciorăscu,Moldova,788880645,Stub
Vasile Gafencu,Moldova,788880649,Stub
Vasile Ghenzul,Moldova,788880653,Stub
Vasile Mândrescu,Moldova,788880667,Stub
Vasile Țanțu,Moldova,788880715,Stub
Victor Berlinschi,Moldova,788880720,Stub
Vitalie Zubac,Moldova,788880730,Stub
Vladimir Bodescu,Moldova,788880746,Stub
Vladimir Cazacliu,Moldova,788880754,Stub
Vladimir Chiorescu,Moldova,788880758,Stub
Vladimir Cristi,Moldova,788880765,Stub
Vladimir Hertza,Moldova,788880773,Stub
Zamfir Munteanu,Moldova,788880797,Stub
Ștefan Balmez,Moldova,788880802,Stub
Ștefan Botnarciuc,Moldova,788880836,Stub
Alexander Loesch,Moldova,788880974,Stub
Amir Habibullah Khan Saadi,Pakistan,788881154,C
Amir Muhammad Akhundzada,Afghanistan,788882411,Start
Ernst Hirsch Ballin,Netherlands,788882466,C
Aleksander Sopliński,Poland,788882589,Stub
Alfred Budner,Poland,788882614,Stub
Alina Gut,Poland,788882625,Stub
Andrzej Fedorowicz (politician),Poland,788882660,Stub
Andrzej Grzesik,Poland,788882669,Stub
Andrzej Mańka,Poland,788882699,Stub
Andrzej Pałys,Poland,788882709,Stub
Andrzej Ruciński,Poland,788882716,Stub
Antoni Sosnowski,Poland,788882786,Stub
Arnold Masin,Poland,788882798,Stub
Artur Ostrowski,Poland,788882811,Stub
Bernard Ptak,Poland,788882859,Stub
Bogusław Kowalski,Poland,788882906,Stub
Bogusław Sobczak,Poland,788882917,Stub
Bogusław Wontor,Poland,788882921,Stub
Bolesław Borysiuk,Poland,788882927,Stub
Czesław Litwin,Poland,788882981,Stub
Danuta Hojarska,Poland,788883002,Stub
Edmund Borawski,Poland,788883061,Stub
Edward Ciągło,Poland,788883063,Stub
Edward Józef Kiedos,Poland,788883071,Stub
Edward Ośko,Poland,788883083,Stub
Elżbieta Jankowska,Poland,788883089,Stub
Elżbieta Ratajczak,Poland,788883123,Stub
Elżbieta Wiśniowska,Poland,788883134,Stub
Eugeniusz Grzeszczak,Poland,788883145,Stub
Ewa Sowińska,Poland,788883173,Stub
Gabriela Masłowska,Poland,788883200,Stub
Grażyna Tyszko,Poland,788883220,Stub
Grzegorz Kołacz,Poland,788883239,Stub
Grzegorz Skwierczyński,Poland,788883259,Stub
Halina Molka,Poland,788883277,Stub
Halina Murias,Poland,788883281,Stub
Hanna Gronkiewicz-Waltz,Poland,788883301,C
Hanna Zdanowska,Poland,788883311,Stub
Henryk Gołębiewski (politician),Poland,788883313,Stub
Henryk Milcarz,Poland,788883331,Stub
Henryk Młynarczyk,Poland,788883338,Stub
Henryk Smolarz,Poland,788883347,Stub
Hubert Costa,Poland,788883352,Stub
Jan Bednarek (politician),Poland,788883452,Stub
Jan Bestry,Poland,788883459,Stub
Jan Jarota,Poland,788883470,Stub
Jan Szwarc,Poland,788883505,Stub
Jan Łopata,Poland,788883532,Stub
Jan Łączny,Poland,788883537,Stub
Janusz Kołodziej (politician),Poland,788883555,Stub
Janusz Krasoń,Poland,788883560,Stub
Johannes Van Rensburg,South Africa,788883588,Start
Jerzy Zawisza,Poland,788883736,Stub
Jerzy Żyszkiewicz,Poland,788883744,Stub
Joanna Mucha,Poland,788883759,Stub
Jolanta Szymanek-Deresz,Poland,788883787,Start
Józef Cepil,Poland,788883797,Stub
Józef Pilarz,Poland,788883807,Stub
Józef Stępkowski,Poland,788883822,Stub
Kamila Gasiuk-Pihowicz,Poland,788883836,Stub
Krystian Łuczak,Poland,788883897,Stub
Krzysztof Bosak,Poland,788883921,Stub
Krzysztof Filipek,Poland,788883933,Stub
Krzysztof Matyjaszczyk,Poland,788883970,Start
Krzysztof Ryszard Sikora,Poland,788883985,Stub
Krzysztof Szyga,Poland,788883991,Stub
Lech Kuropatwiński,Poland,788884023,Stub
Lech Woszczerowicz,Poland,788884033,Stub
Lena Dąbkowska-Cichocka,Poland,788884037,Stub
Leszek Murzyn,Poland,788884059,Stub
Leszek Sułek,Poland,788884065,Stub
Maciej Giertych,Poland,788884107,C
Marek Kawa,Poland,788884171,Stub
Marek Kotlinowski,Poland,788884177,Stub
Marek Plura,Poland,788884196,Stub
Marek Strzaliński,Poland,788884220,Stub
Marek Wojtera,Poland,788884245,Stub
Maria Dziuba,Poland,788884258,Stub
Maria Zbyrowska,Poland,788884273,Stub
Marian Curyło,Poland,788884283,Stub
Marian Daszyk,Poland,788884289,Stub
Marzena Paduch,Poland,788884305,Stub
Mateusz Piskorski,Poland,788884319,C
Małgorzata Olejnik,Poland,788884353,Start
Małgorzata Rohde,Poland,788884359,Stub
Michał Tober,Poland,788884394,Stub
Mieczysław Aszkiełowicz,Poland,788884412,Stub
Mieczysław Marcin Łuczak,Poland,788884433,Stub
Mirosław Krajewski,Poland,788884446,Stub
Mirosław Maliszewski,Poland,788884448,Stub
Piotr Gadzinowski,Poland,788884538,Stub
Piotr Misztal,Poland,788884549,Stub
Piotr Ślusarczyk,Poland,788884553,Stub
Przemysław Andrejuk,Poland,788884555,Stub
Radosław Parda,Poland,788884567,Stub
Rafał Wiechecki,Poland,788884588,Stub
Rajmund Moric,Poland,788884592,Stub
Amirreza Amirbakhtiar,Iran,788884593,Start
Regina Wasilewska-Kita,Poland,788884595,Stub
Renata Rochnowska,Poland,788884600,Stub
Robert Biedroń,Poland,788884609,Start
Robert Strąk,Poland,788884623,Stub
Roman Giertych,Poland,788884633,C
Ryszard Kaczyński,Poland,788884667,Stub
Stanisław Jarmoliński,Poland,788884717,Stub
Stanisław Piosik,Poland,788884731,Stub
Stanisław Rydzoń,Poland,788884735,Stub
Stanisław Wziątek,Poland,788884753,Stub
Stanisław Zadora,Poland,788884756,Stub
Stanisław Łyżwiński,Poland,788884768,Stub
Stanisława Prządka,Poland,788884796,Stub
Sylwester Pawłowski,Poland,788884809,Stub
Szymon Pawłowski,Poland,788884826,Stub
Sławomir Jeneralski,Poland,788884836,Stub
Sławomir Nitras,Poland,788884847,Start
Tadeusz Balcerowski,Poland,788884874,Stub
Tadeusz Dębicki,Poland,788884877,Stub
Tadeusz Motowidło,Poland,788884916,Stub
Tomasz Garbowski,Poland,788884962,Stub
Waldemar Nowakowski,Poland,788885069,Stub
Waldemar Starosta,Poland,788885075,Stub
Wanda Łyżwińska,Poland,788885103,Stub
Wiesław Jędrusik,Poland,788885107,Stub
Witold Bałażak,Poland,788885123,Stub
Witold Hatka,Poland,788885134,Stub
Wojciech Pomajda,Poland,788885161,Stub
Wojciech Romaniuk,Poland,788885163,Stub
Włodzimierz Stępień,Poland,788885212,Stub
Zbigniew Deptuła,Poland,788885226,Stub
Zbigniew Podraza,Poland,788885248,Stub
Zbigniew Sosnowski,Poland,788885263,Stub
Zbigniew Włodkowski,Poland,788885271,Stub
Zenon Wiśniewski,Poland,788885295,Stub
Zofia Grabczan,Poland,788885300,Stub
Vehbi Dibra,Albania,788889966,Start
Amjed Ullah Khan,India,788890404,Stub
Amkat Mai,Papua New Guinea,788890513,Start
Veli Harxhi,Albania,788890514,Stub
Jose Fabian Cadiz,Philippines,788892140,Start
Epaminondas,Greece,788895608,FA
William (Smiley) Heather,Cook Island,788897273,Start
Rose Toki-Brown,Cook Island,788897549,Stub
Mariano Abarca,Mexico,788897716,Stub
Teina Bishop,Cook Island,788898457,Start
Victor Denain,France,788898860,Start
Amon Bazira,Uganda,788899061,Stub
Pumati Israela,Cook Island,788899523,Stub
Bogusław Fryderyk Radziwiłł,Poland,788901610,Stub
Amos Adamu,Nigeria,788902905,C
Norodom Chakrapong,Cambodia,788905950,GA
Dmytro Vitovsky,Ukraine,788908846,Start
List of leaders of the Kuomintang,China,788909961,C
Sejfi Vllamasi,Albania,788910415,Start
Voldemārs Ozols,Latvia,788911828,Stub
Amrita Agrahari,Nepal,788912845,Stub
Abdul Majeed Khan Achakzai,Pakistan,788913763,Start
Konstantinos Kotzias,Greece,788914440,Stub
Wacław Grzybowski,Poland,788917670,Stub
Frédéric Barbier (politician),France,788917737,Stub
Loujaya Kouza,Papua New Guinea,788922102,C
Venko Markovski,Bulgaria,788923374,C
Prime Minister of Madagascar,Madagascar,788923629,Start
Walter Dirks,Germany,788924441,Stub
Adam Rapacki,Poland,788924802,Start
Zygmunt Modzelewski,Poland,788925144,Stub
Zbyszek Zaborowski,Poland,788925163,Stub
Włodzimierz Cimoszewicz,Poland,788925190,Start
Władysław Stępień,Poland,788925195,Stub
Władysław Frasyniuk,Poland,788925207,Start
Witold Gintowt-Dziewałtowski,Poland,788925235,Stub
Wiesław Woda,Poland,788925237,Start
Wiesław Szczepański,Poland,788925239,Stub
Wacław Martyniuk,Poland,788925259,Stub
Tomasz Adamczuk,Poland,788925278,Stub
Tadeusz Tomaszewski,Poland,788925285,Stub
Tadeusz Sławecki,Poland,788925289,Stub
Tadeusz Michejda,Poland,788925291,Start
Szczepan Skomra,Poland,788925315,Stub
Stefan Żółkiewski,Poland,788925317,Stub
Stanisław Żelichowski,Poland,788925347,Stub
Stanisław Stec,Poland,788925366,Stub
Stanisław Osiecki,Poland,788925370,Stub
Stanisław Kulczyński,Poland,788925379,Start
Stanisław Kalemba,Poland,788925490,Stub
Ryszard Zbrzyzny,Poland,788925517,Stub
Anthony Walton (politician),New Zealand,788926318,Stub
Ryszard Bender,Poland,788926886,Stub
Roman Zambrowski,Poland,788926893,Start
Piotr Ikonowicz,Poland,788926915,Start
Mirosław Pawlak,Poland,788926975,Stub
Mieczysław Michałowicz,Poland,788927015,Stub
Mieczysław Kasprzak,Poland,788927020,Stub
Małgorzata Ostrowska,Poland,788927063,Stub
Marian Piłka,Poland,788927087,Stub
Marian Krzaklewski,Poland,788927101,Start
Marek Wikiński,Poland,788927124,Stub
Marek Sawicki,Poland,788927139,Stub
Marek Borowski,Poland,788927157,Start
Marcin Libicki,Poland,788927186,Stub
Krzysztof Janik,Poland,788928083,Stub
Krystyna Ozga,Poland,788928089,Stub
Kazimierz Chrzanowski,Poland,788928143,Stub
Kazimierz Barcikowski,Poland,788928150,Stub
Józef Zych,Poland,788928162,Stub
Jerzy Zawieyski,Poland,788928229,Start
Jerzy Wiatr,Poland,788928236,Start
Jerzy Wenderlich,Poland,788928247,Stub
Jarosław Kalinowski,Poland,788928322,Start
Janusz Zemke,Poland,788928351,Stub
Janusz Maksymiuk,Poland,788928383,Stub
Janusz Dobrosz,Poland,788928543,Stub
Jan Rulewski,Poland,788928570,Stub
Jan Król,Poland,788928623,Stub
Jan Bury,Poland,788928648,Stub
Jan Andrykiewicz,Poland,788928650,Stub
Jacek Piechota,Poland,788928669,Start
Henryk Kroll,Poland,788928717,Stub
Henryk Klata,Poland,788928727,Start
Helena Kurnatowska,Poland,788928743,Stub
Grzegorz Woźny,Poland,788928769,Stub
Grzegorz Kurczuk,Poland,788928801,Stub
Grażyna Staniszewska,Poland,788928804,Start
Franciszek Stefaniuk,Poland,788928932,Stub
Mayor of Antananarivo,Madagascar,788929088,C
Ewa Janik,Poland,788929132,Stub
Eugeniusz Kwiatkowski,Poland,788929146,Start
Eugeniusz Czykwin,Poland,788929151,Stub
Dyzma Gałaj,Poland,788929241,Stub
Bronisław Dutka,Poland,788929303,Stub
Bolesław Piasecki,Poland,788929309,Start
Bogdan Pęk,Poland,788929337,Start
Barbara Blida,Poland,788929359,Start
Andrzej Grzyb,Poland,788929385,Stub
Andrzej Aumiller,Poland,788929405,Stub
Alfred Miodowicz,Poland,788929415,Stub
Julian Szymański,Poland,788930146,Stub
Ana Maria Gomes,Portugal,788930590,C
Edite Estrela,Portugal,788930697,Stub
João de Deus Pinheiro,Portugal,788930801,Start
Maria da Assunção Esteves,Portugal,788930849,Start
Nuno Melo (politician),Portugal,788930879,Start
Ilda Figueiredo,Portugal,788931459,Start
João Cravinho,Portugal,788931489,Stub
Tach Sharakat,Pakistan,788931494,Start
Sérgio Sousa Pinto,Portugal,788931542,Start
Ebiti Ndok,Nigeria,788932955,Stub
Ferenc Erdei,Hungary,788936005,Start
An Kyong-ho,"Korea, South",788938026,Stub
Claudia Țapardel,Romania,788938560,Start
Cristian Dumitrescu,Romania,788938594,Start
Elena Băsescu,Romania,788938681,C
